,id,label,age,treatment,raw_time,timeFMT,timeDSS,FMT,DSS,donor_age,donor2acceptor,label_id,timeBF,timeBO,BF,BO,CHÊ±¼ä,cohousing,primry_order,cage,Alias,Alias2
sample7,7,D0-D1-1,2,2,0,0,0,0,NA,NA,Y2,D1,0,NA,1,NA,0,0,441,D,ABH,
sample8,8,D0-D2-1,2,2,0,0,0,0,NA,NA,Y2,D2,0,NA,1,NA,0,0,442,D,ABH,
sample9,9,D0-D3-1,2,2,0,0,0,0,NA,NA,Y2,D3,0,NA,1,NA,0,0,443,D,ABH,
sample10,10,D0-D4-1,2,2,0,0,0,0,NA,NA,Y2,D4,0,NA,1,NA,0,0,444,D,ABH,
sample11,11,D0-D5-1,2,2,0,0,0,0,NA,NA,Y2,D5,0,NA,1,NA,0,0,445,D,ABH,
sample12,12,D1-D1-1,2,2,1,1,1,0,NA,NA,Y2,D1,1,NA,1,NA,0,0,446,D,ABH,
sample13,13,D1-D2-1,2,2,1,1,1,0,NA,NA,Y2,D2,1,NA,1,NA,0,0,447,D,ABH,
sample14,14,D1-D3-1,2,2,1,1,1,0,NA,NA,Y2,D3,1,NA,1,NA,0,0,448,D,ABH,
sample15,15,D1-D4-1,2,2,1,1,1,0,NA,NA,Y2,D4,1,NA,1,NA,0,0,449,D,ABH,
sample16,16,D1-D5-1,2,2,1,1,1,0,NA,NA,Y2,D5,1,NA,1,NA,0,0,450,D,ABH,
sample17,17,D4-D1-1,2,2,4,4,4,0,NA,NA,Y2,D1,4,NA,1,NA,0,0,451,D,ABH,
sample18,18,D4-D2-1,2,2,4,4,4,0,NA,NA,Y2,D2,4,NA,1,NA,0,0,452,D,ABH,
sample19,19,D4-D3-1,2,2,4,4,4,0,NA,NA,Y2,D3,4,NA,1,NA,0,0,453,D,ABH,
sample20,20,D4-D4-1,2,2,4,4,4,0,NA,NA,Y2,D4,4,NA,1,NA,0,0,454,D,ABH,
sample21,21,D4-D5-1,2,2,4,4,4,0,NA,NA,Y2,D5,4,NA,1,NA,0,0,455,D,ABH,
sample22,22,D7-D1-1,2,2,7,7,7,0,NA,NA,Y2,D1,7,NA,1,NA,0,0,456,D,ABH,
sample23,23,D7-D2-1,2,2,7,7,7,0,NA,NA,Y2,D2,7,NA,1,NA,0,0,457,D,ABH,
sample24,24,D7-D3-1,2,2,7,7,7,0,NA,NA,Y2,D3,7,NA,1,NA,0,0,458,D,ABH,
sample25,25,D7-D4-1,2,2,7,7,7,0,NA,NA,Y2,D4,7,NA,1,NA,0,0,459,D,ABH,
sample26,26,D7-D5-1,2,2,7,7,7,0,NA,NA,Y2,D5,7,NA,1,NA,0,0,460,D,ABH,
sample27,27,D11-D1-1,2,2,11,11,11,0,NA,NA,Y2,D1,11,NA,1,NA,0,0,461,D,ABH,
sample28,28,D11-D2-1,2,2,11,11,11,0,NA,NA,Y2,D2,11,NA,1,NA,0,0,462,D,ABH,
sample29,29,D11-D3-1,2,2,11,11,11,0,NA,NA,Y2,D3,11,NA,1,NA,0,0,463,D,ABH,
sample30,30,D11-D4-1,2,2,11,11,11,0,NA,NA,Y2,D4,11,NA,1,NA,0,0,464,D,ABH,
sample31,31,D11-D5-1,2,2,11,11,11,0,NA,NA,Y2,D5,11,NA,1,NA,0,0,465,D,ABH,
sample32,32,D14-D1-1,2,2,14,14,14,0,NA,NA,Y2,D1,14,NA,1,NA,0,0,466,D,ABH,
sample33,33,D14-D2-1,2,2,14,14,14,0,NA,NA,Y2,D2,14,NA,1,NA,0,0,467,D,ABH,
sample34,34,D14-D3-1,2,2,14,14,14,0,NA,NA,Y2,D3,14,NA,1,NA,0,0,468,D,ABH,
sample35,35,D14-D4-1,2,2,14,14,14,0,NA,NA,Y2,D4,14,NA,1,NA,0,0,469,D,ABH,
sample36,36,D14-D5-1,2,2,14,14,14,0,NA,NA,Y2,D5,14,NA,1,NA,0,0,470,D,ABH,
sample37,37,D28-D1-1,2,2,28,28,28,0,NA,NA,Y2,D1,28,NA,1,NA,0,0,471,D,ABH,
sample38,38,D28-D2-1,2,2,28,28,28,0,NA,NA,Y2,D2,28,NA,1,NA,0,0,472,D,ABH,
sample39,39,D28-D3-1,2,2,28,28,28,0,NA,NA,Y2,D3,28,NA,1,NA,0,0,473,D,ABH,
sample40,40,D28-D4-1,2,2,28,28,28,0,NA,NA,Y2,D4,28,NA,1,NA,0,0,474,D,ABH,
sample41,41,D28-D5-1,2,2,28,28,28,0,NA,NA,Y2,D5,28,NA,1,NA,0,0,475,D,ABH,
sample42,42,D42-D1-1,2,2,42,42,42,0,NA,NA,Y2,D1,42,NA,1,NA,0,0,476,D,ABH,
sample43,43,D42-D2-1,2,2,42,42,42,0,NA,NA,Y2,D2,42,NA,1,NA,0,0,477,D,ABH,
sample44,44,D42-C4-1,2,0,42,42,42,0,NA,NA,Y0,C4,42,NA,1,NA,0,0,478,C,Ctrl,
sample45,45,D42-C5-1,2,0,42,42,42,0,NA,NA,Y0,C5,42,NA,1,NA,0,0,479,C,Ctrl,
sample46,46,D42-D3-1,2,2,42,42,42,0,NA,NA,Y2,D3,42,NA,1,NA,0,0,480,D,ABH,
sample47,47,D42-D4-1,2,2,42,42,42,0,NA,NA,Y2,D4,42,NA,1,NA,0,0,481,D,ABH,
sample48,48,D42-D5-1,2,2,42,42,42,0,NA,NA,Y2,D5,42,NA,1,NA,0,0,482,D,ABH,
sample49,49,D0-E1-1,2,3,0,0,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,483,E,ABL,
sample50,50,D0-E2-1,2,3,0,0,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,484,E,ABL,
sample51,51,D0-E3-1,2,3,0,0,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,485,E,ABL,
sample52,52,D0-E4-1,2,3,0,0,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,486,E,ABL,
sample53,53,D0-E5-1,2,3,0,0,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,487,E,ABL,
sample54,54,D1-E1-1,2,3,1,1,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,488,E,ABL,
sample55,55,D1-E2-1,2,3,1,1,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,489,E,ABL,
sample56,56,D1-E3-1,2,3,1,1,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,490,E,ABL,
sample57,57,D1-E4-1,2,3,1,1,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,491,E,ABL,
sample58,58,D1-E5-1,2,3,1,1,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,492,E,ABL,
sample59,59,D4-E1-1,2,3,4,4,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,493,E,ABL,
sample60,60,D4-E2-1,2,3,4,4,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,494,E,ABL,
sample61,61,D4-E3-1,2,3,4,4,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,495,E,ABL,
sample62,62,D4-E4-1,2,3,4,4,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,496,E,ABL,
sample63,63,D4-E5-1,2,3,4,4,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,497,E,ABL,
sample64,64,D7-E1-1,2,3,7,7,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,498,E,ABL,
sample65,65,D7-E2-1,2,3,7,7,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,499,E,ABL,
sample66,66,D7-E3-1,2,3,7,7,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,500,E,ABL,
sample67,67,D7-E4-1,2,3,7,7,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,501,E,ABL,
sample68,68,D7-E5-1,2,3,7,7,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,502,E,ABL,
sample69,69,D11-E1-1,2,3,11,11,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,503,E,ABL,
sample70,70,D11-E2-1,2,3,11,11,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,504,E,ABL,
sample71,71,D11-E3-1,2,3,11,11,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,505,E,ABL,
sample72,72,D11-E4-1,2,3,11,11,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,506,E,ABL,
sample73,73,D11-E5-1,2,3,11,11,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,507,E,ABL,
sample74,74,D14-C1-1,2,0,14,14,14,0,NA,NA,Y0,C1,14,NA,1,NA,0,0,508,C,Ctrl,
sample75,75,D14-C2-1,2,0,14,14,14,0,NA,NA,Y0,C2,14,NA,1,NA,0,0,509,C,Ctrl,
sample76,76,D14-C3-1,2,0,14,14,14,0,NA,NA,Y0,C3,14,NA,1,NA,0,0,510,C,Ctrl,
sample77,77,D14-C4-1,2,0,14,14,14,0,NA,NA,Y0,C4,14,NA,1,NA,0,0,511,C,Ctrl,
sample78,78,D14-C5-1,2,0,14,14,14,0,NA,NA,Y0,C5,14,NA,1,NA,0,0,512,C,Ctrl,
sample79,79,D14-E1-1,2,3,14,14,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,513,E,ABL,
sample80,80,D14-E2-1,2,3,14,14,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,514,E,ABL,
sample81,81,D14-E3-1,2,3,14,14,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,515,E,ABL,
sample82,82,D14-E4-1,2,3,14,14,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,516,E,ABL,
sample83,83,D14-E5-1,2,3,14,14,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,517,E,ABL,
sample84,84,D28-E1-1,2,3,28,28,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,518,E,ABL,
sample85,85,D28-E2-1,2,3,28,28,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,519,E,ABL,
sample86,86,D28-E3-1,2,3,28,28,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,520,E,ABL,
sample87,87,D28-E4-1,2,3,28,28,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,521,E,ABL,
sample88,88,D28-E5-1,2,3,28,28,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,522,E,ABL,
sample89,89,D42-C1-1,2,0,42,42,42,0,NA,NA,Y0,C1,42,NA,1,NA,0,0,523,C,Ctrl,
sample90,90,D42-C2-1,2,0,42,42,42,0,NA,NA,Y0,C2,42,NA,1,NA,0,0,524,C,Ctrl,
sample91,91,D42-C3-1,2,0,42,42,42,0,NA,NA,Y0,C3,42,NA,1,NA,0,0,525,C,Ctrl,
sample92,92,D42-E1-1,2,3,42,42,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,526,E,ABL,
sample93,93,D42-E2-1,2,3,42,42,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,527,E,ABL,
sample94,94,D42-E3-1,2,3,42,42,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,528,E,ABL,
sample95,95,D42-E4-1,2,3,42,42,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,529,E,ABL,
sample96,96,D42-E5-1,2,3,42,42,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,530,E,ABL,
sample137,137,D36-C1-1,2,0,35,35,35,0,NA,NA,Y0,C1,35,NA,1,NA,0,0,531,C,Ctrl,
sample138,138,D36-C2-1,2,0,35,35,35,0,NA,NA,Y0,C2,35,NA,1,NA,0,0,532,C,Ctrl,
sample139,139,D36-C3-1,2,0,35,35,35,0,NA,NA,Y0,C3,35,NA,1,NA,0,0,533,C,Ctrl,
sample140,140,D36-C4-1,2,0,35,35,35,0,NA,NA,Y0,C4,35,NA,1,NA,0,0,534,C,Ctrl,
sample141,141,D36-C5-1,2,0,35,35,35,0,NA,NA,Y0,C5,35,NA,1,NA,0,0,535,C,Ctrl,
sample142,142,D28-C1-1,2,0,28,28,28,0,NA,NA,Y0,C1,28,NA,1,NA,0,0,536,C,Ctrl,
sample143,143,D28-C2-1,2,0,28,28,28,0,NA,NA,Y0,C2,28,NA,1,NA,0,0,537,C,Ctrl,
sample144,144,D28-C3-1,2,0,28,28,28,0,NA,NA,Y0,C3,28,NA,1,NA,0,0,538,C,Ctrl,
sample145,145,D36-D1-1,2,2,35,35,35,0,NA,NA,Y2,D1,35,NA,1,NA,0,0,539,D,ABH,
sample146,146,D36-D2-1,2,2,35,35,35,0,NA,NA,Y2,D2,35,NA,1,NA,0,0,540,D,ABH,
sample147,147,D36-D3-1,2,2,35,35,35,0,NA,NA,Y2,D3,35,NA,1,NA,0,0,541,D,ABH,
sample148,148,D36-D4-1,2,2,35,35,35,0,NA,NA,Y2,D4,35,NA,1,NA,0,0,542,D,ABH,
sample149,149,D36-D5-1,2,2,35,35,35,0,NA,NA,Y2,D5,35,NA,1,NA,0,0,543,D,ABH,
sample150,150,D36-E1-1,2,3,35,35,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,544,E,ABL,
sample151,151,D36-E2-1,2,3,35,35,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,545,E,ABL,
sample152,152,D36-E3-1,2,3,35,35,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,546,E,ABL,
sample153,153,D36-E4-1,2,3,35,35,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,547,E,ABL,
sample154,154,D36-E5-1,2,3,35,35,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,548,E,ABL,
sample155,155,D11-C1-1,2,0,11,11,11,0,NA,NA,Y0,C1,11,NA,1,NA,0,0,549,C,Ctrl,
sample156,156,D11-C2-1,2,0,11,11,11,0,NA,NA,Y0,C2,11,NA,1,NA,0,0,550,C,Ctrl,
sample157,157,D11-C3-1,2,0,11,11,11,0,NA,NA,Y0,C3,11,NA,1,NA,0,0,551,C,Ctrl,
sample158,158,D11-C4-1,2,0,11,11,11,0,NA,NA,Y0,C4,11,NA,1,NA,0,0,552,C,Ctrl,
sample159,159,D11-C5-1,2,0,11,11,11,0,NA,NA,Y0,C5,11,NA,1,NA,0,0,553,C,Ctrl,
sample160,160,D7-C1-1,2,0,7,7,7,0,NA,NA,Y0,C1,7,NA,1,NA,0,0,554,C,Ctrl,
sample161,161,D7-C2-1,2,0,7,7,7,0,NA,NA,Y0,C2,7,NA,1,NA,0,0,555,C,Ctrl,
sample162,162,D7-C3-1,2,0,7,7,7,0,NA,NA,Y0,C3,7,NA,1,NA,0,0,556,C,Ctrl,
sample163,163,D7-C4-1,2,0,7,7,7,0,NA,NA,Y0,C4,7,NA,1,NA,0,0,557,C,Ctrl,
sample164,164,D7-C5-1,2,0,7,7,7,0,NA,NA,Y0,C5,7,NA,1,NA,0,0,558,C,Ctrl,
sample165,165,D0-C1-1,2,0,0,0,0,0,NA,NA,Y0,C1,0,NA,1,NA,0,0,559,C,Ctrl,
sample166,166,D0-C2-1,2,0,0,0,0,0,NA,NA,Y0,C2,0,NA,1,NA,0,0,560,C,Ctrl,
sample167,167,D0-C3-1,2,0,0,0,0,0,NA,NA,Y0,C3,0,NA,1,NA,0,0,561,C,Ctrl,
sample168,168,D0-C4-1,2,0,0,0,0,0,NA,NA,Y0,C4,0,NA,1,NA,0,0,562,C,Ctrl,
sample169,169,D0-C5-1,2,0,0,0,0,0,NA,NA,Y0,C5,0,NA,1,NA,0,0,563,C,Ctrl,
sample190,190,D1-E2-2,2,3,1,1,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,564,E,ABL,
sample191,191,D1-E3-2,2,3,1,1,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,565,E,ABL,
sample245,245,D21-C1-1,2,0,21,21,21,0,NA,NA,Y0,C1,21,NA,1,NA,0,0,583,C,Ctrl,
sample246,246,D21-C2-1,2,0,21,21,21,0,NA,NA,Y0,C2,21,NA,1,NA,0,0,584,C,Ctrl,
sample247,247,D21-C3-1,2,0,21,21,21,0,NA,NA,Y0,C3,21,NA,1,NA,0,0,585,C,Ctrl,
sample248,248,D21-C4-1,2,0,21,21,21,0,NA,NA,Y0,C4,21,NA,1,NA,0,0,586,C,Ctrl,
sample249,249,D21-C5-1,2,0,21,21,21,0,NA,NA,Y0,C5,21,NA,1,NA,0,0,587,C,Ctrl,
sample250,250,D21-D1-1,2,2,21,21,21,0,NA,NA,Y2,D1,21,NA,1,NA,0,0,588,D,ABH,
sample251,251,D21-D2-1,2,2,21,21,21,0,NA,NA,Y2,D2,21,NA,1,NA,0,0,589,D,ABH,
sample252,252,D21-D3-1,2,2,21,21,21,0,NA,NA,Y2,D3,21,NA,1,NA,0,0,590,D,ABH,
sample253,253,D21-D4-1,2,2,21,21,21,0,NA,NA,Y2,D4,21,NA,1,NA,0,0,591,D,ABH,
sample254,254,D21-D5-1,2,2,21,21,21,0,NA,NA,Y2,D5,21,NA,1,NA,0,0,592,D,ABH,
sample255,255,D21-E1-1,2,3,21,21,NA,NA,NA,NA,Y3,E1,NA,NA,NA,NA,0,0,593,E,ABL,
sample256,256,D21-E2-1,2,3,21,21,NA,NA,NA,NA,Y3,E2,NA,NA,NA,NA,0,0,594,E,ABL,
sample257,257,D21-E3-1,2,3,21,21,NA,NA,NA,NA,Y3,E3,NA,NA,NA,NA,0,0,595,E,ABL,
sample258,258,D21-E4-1,2,3,21,21,NA,NA,NA,NA,Y3,E4,NA,NA,NA,NA,0,0,596,E,ABL,
sample259,259,D21-E5-1,2,3,21,21,NA,NA,NA,NA,Y3,E5,NA,NA,NA,NA,0,0,597,E,ABL,
sample275,275,D1-C1-1,2,0,1,1,1,0,NA,NA,Y0,C1,1,NA,1,NA,0,0,603,C,Ctrl,
sample276,276,D1-C2-1,2,0,1,1,1,0,NA,NA,Y0,C2,1,NA,1,NA,0,0,604,C,Ctrl,
sample277,277,D1-C3-1,2,0,1,1,1,0,NA,NA,Y0,C3,1,NA,1,NA,0,0,605,C,Ctrl,
sample278,278,D1-C4-1,2,0,1,1,1,0,NA,NA,Y0,C4,1,NA,1,NA,0,0,606,C,Ctrl,
sample280,280,D4-C1-1,2,0,4,4,4,0,NA,NA,Y0,C1,4,NA,1,NA,0,0,608,C,Ctrl,
sample281,281,D4-C2-1,2,0,4,4,4,0,NA,NA,Y0,C2,4,NA,1,NA,0,0,609,C,Ctrl,
sample282,282,D4-C3-1,2,0,4,4,4,0,NA,NA,Y0,C3,4,NA,1,NA,0,0,610,C,Ctrl,
sample283,283,D4-C4-1,2,0,4,4,4,0,NA,NA,Y0,C4,4,NA,1,NA,0,0,611,C,Ctrl,
sample284,284,D4-C5-1,2,0,4,4,4,0,NA,NA,Y0,C5,4,NA,1,NA,0,0,612,C,Ctrl,
sample285,285,D28-C4-1,2,0,28,28,28,0,NA,NA,Y0,C4,28,NA,1,NA,0,0,613,C,Ctrl,
sample286,286,D28-C5-1,2,0,28,28,28,0,NA,NA,Y0,C5,28,NA,1,NA,0,0,614,C,Ctrl,
sample600,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample601,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample602,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample603,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample604,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,,
sample685,685,18-D18-B1-1,18,0,18,0,0,0,NA,NA,O0,B1,0,NA,1,NA,NA,NA,1,B,Ctrl,
sample686,686,18-D18-B2-1,18,0,18,0,0,0,NA,NA,O0,B2,0,NA,1,NA,NA,NA,2,B,Ctrl,
sample687,687,18-D18-B3-1,18,0,18,0,0,0,NA,NA,O0,B3,0,NA,1,NA,NA,NA,3,B,Ctrl,
sample688,688,18-D18-B4-1,18,0,18,0,0,0,NA,NA,O0,B4,0,NA,1,NA,NA,NA,4,B,Ctrl,
sample689,689,18-D18-B5-1,18,0,18,0,0,0,NA,NA,O0,B5,0,NA,1,NA,NA,NA,5,B,Ctrl,
sample695,695,18-D0-F1-1,18,2,0,0,0,0,NA,NA,O2,F1,0,NA,1,NA,NA,NA,6,F,ABH,SR
sample696,696,18-D0-F2-1,18,2,0,0,0,0,NA,NA,O2,F2,0,NA,1,NA,NA,NA,7,F,ABH,SR
sample697,697,18-D0-F3-1,18,2,0,0,0,0,NA,NA,O2,F3,0,NA,1,NA,NA,NA,8,F,ABH,SR
sample698,698,18-D0-F4-1,18,2,0,0,0,0,NA,NA,O2,F4,0,NA,1,NA,NA,NA,9,F,ABH,SR
sample699,699,18-D0-F5-1,18,2,0,0,0,0,NA,NA,O2,F5,0,NA,1,NA,NA,NA,10,F,ABH,SR
sample700,700,18-D19-B1-1,18,0,19,1,1,0,NA,NA,O0,B1,1,NA,1,NA,NA,NA,11,B,Ctrl,
sample701,701,18-D19-B2-1,18,0,19,1,1,0,NA,NA,O0,B2,1,NA,1,NA,NA,NA,12,B,Ctrl,
sample702,702,18-D19-B3-1,18,0,19,1,1,0,NA,NA,O0,B3,1,NA,1,NA,NA,NA,13,B,Ctrl,
sample703,703,18-D19-B4-1,18,0,19,1,1,0,NA,NA,O0,B4,1,NA,1,NA,NA,NA,14,B,Ctrl,
sample704,704,18-D19-B5-1,18,0,19,1,1,0,NA,NA,O0,B5,1,NA,1,NA,NA,NA,15,B,Ctrl,
sample710,710,18-D1-F1-1,18,2,1,1,1,0,NA,NA,O2,F1,1,NA,1,NA,NA,NA,16,F,ABH,SR
sample711,711,18-D1-F2-1,18,2,1,1,1,0,NA,NA,O2,F2,1,NA,1,NA,NA,NA,17,F,ABH,SR
sample712,712,18-D1-F3-1,18,2,1,1,1,0,NA,NA,O2,F3,1,NA,1,NA,NA,NA,18,F,ABH,SR
sample713,713,18-D1-F4-1,18,2,1,1,1,0,NA,NA,O2,F4,1,NA,1,NA,NA,NA,19,F,ABH,SR
sample714,714,18-D1-F5-1,18,2,1,1,1,0,NA,NA,O2,F5,1,NA,1,NA,NA,NA,20,F,ABH,SR
sample725,725,18-D22-B1-1,18,0,22,4,4,0,NA,NA,O0,B1,4,NA,1,NA,NA,NA,21,B,Ctrl,
sample726,726,18-D22-B2-1,18,0,22,4,4,0,NA,NA,O0,B2,4,NA,1,NA,NA,NA,22,B,Ctrl,
sample727,727,18-D22-B3-1,18,0,22,4,4,0,NA,NA,O0,B3,4,NA,1,NA,NA,NA,23,B,Ctrl,
sample728,728,18-D22-B4-1,18,0,22,4,4,0,NA,NA,O0,B4,4,NA,1,NA,NA,NA,24,B,Ctrl,
